ID,Direction,Community,Elevator,Floor,TotalFloor,Layout,Price,Region,Renovation,Size,Year
101123669610,西南,文体路38号院,有,高楼层,18,3室1厅,520.0,丰台,精装,97.83,1999
101122169513,东南西北,新华联家园北区,有,底层,12,1室1厅,208.0,通州,简装,66.09,
101122542741,北,新康园,有,高楼层,32,1室1厅,320.0,海淀,简装,67.19,2003
101123073324,南北,棕榈泉国际公寓,有,中楼层,30,3室2厅,1888.0,朝阳,精装,181.27,2004
101123930136,南北,团结湖中路南二条,无,顶层,6,2室1厅,309.0,朝阳,精装,61.99,1980
101123544167,南,大经厂胡同,暂无数据,底层,1,1室1厅,320.0,东城,精装,17.95,
101122614067,北,强佑清河新城府学上院,有,中楼层,27,2室1厅,413.0,海淀,精装,62.55,2009
101123862799,南,春晖园,无,高楼层,6,1室1厅,463.0,海淀,简装,56.43,
101123697656,东,北京城建畅悦居A区,有,低楼层,21,1室1厅,258.0,昌平,简装,70.45,
101123387225,南北,甜水园街,无,底层,6,2室1厅,266.0,朝阳,简装,53.14,
101123266844,南北,苏庄二里,无,顶层,6,4室2厅,255.0,房山,简装,145.68,2001
101123402822,南北,中信新城东区,有,高楼层,18,3室1厅,499.0,亦庄开发区,简装,88.89,2013
101121219154,南西北,天泰新景,暂无数据,中楼层,6,3室1厅,266.0,房山,简装,126.05,
101123942314,南北,玉桥北里,无,中楼层,6,1室1厅,182.0,通州,简装,51.65,
101123958084,东南,首开国风美唐二期,有,中楼层,20,2室1厅,575.0,昌平,简装,83.63,
101122869167,南北,北平里,无,中楼层,6,2室1厅,224.0,朝阳,简装,61.25,1993
101123459560,南北,毛纺厂南小区,无,低楼层,6,2室1厅,359.0,海淀,毛坯,54.3,
101123046339,南北,金地朗悦沁园,有,中楼层,6,3室1厅,388.0,房山,精装,89.34,
101122882662,南北,丹青府,有,中楼层,12,3室2厅,1099.0,海淀,简装,138.48,2009
101123716296,东南,博望园,有,低楼层,16,4室1厅,1688.0,海淀,精装,194.5,2002
101123667447,东南,枣营北里,有,高楼层,18,2室2厅,458.0,朝阳,精装,59.91,1989
101122520947,东南,后现代城D区,有,低楼层,28,3室1厅,815.0,朝阳,精装,120.86,
101122658072,南,丽都水岸,有,中楼层,16,2室1厅,890.0,朝阳,精装,122.68,
101122656853,南北,溪水雅地尚著,有,低楼层,9,3室1厅,240.0,密云,毛坯,117.89,2019
101123213395,南北,北纬路49号院,无,中楼层,6,2室1厅,550.0,西城,精装,62.96,
101120077205,南北,怡美家园,有,低楼层,10,3室2厅,1139.0,海淀,精装,140.69,
101120868031,南北,亮马桥路九号院,无,低楼层,6,2室1厅,299.0,朝阳,精装,53.84,1987
101123942314,南北,玉桥北里,无,中楼层,6,1室1厅,182.0,通州,简装,51.65,
101123446931,西,晓月中路20号院,有,中楼层,28,1室0厅,169.0,丰台,精装,51.06,
101122268832,西南,新城阳光,有,中楼层,13,2室1厅,320.0,通州,精装,81.47,2012
101123544167,南,大经厂胡同,暂无数据,底层,1,1室1厅,320.0,东城,精装,17.95,
101123206323,南北,西木小区,无,中楼层,5,2室1厅,401.0,海淀,精装,52.84,1992
101118651217,南北,北京人家,无,中楼层,6,2室1厅,440.0,昌平,简装,94.54,
101122789843,西南北,芳古园二区,有,中楼层,22,3室1厅,870.0,丰台,精装,135.62,2000
101123079158,东西,安贞里,无,中楼层,6,2室1厅,355.0,朝阳,精装,54.17,1986
101122289516,南北,育新花园中里,有,底层,9,2室1厅,129.0,大兴,简装,85.83,2012
101122579704,南北,中央财经大学家属楼,无,中楼层,6,3室1厅,589.0,海淀,简装,82.96,
101123489536,南北,远洋一方溪语苑,有,中楼层,11,2室1厅,525.0,朝阳,精装,89.55,
101122035927,南北,骊龙园,无,顶层,6,2室2厅,369.0,昌平,精装,97.27,2005
101122891250,南北,古城北路,无,高楼层,6,2室1厅,418.0,石景山,简装,94.97,
101121649716,南,海悦公馆,有,中楼层,24,2室1厅,278.0,大兴,精装,76.37,2014
101122815047,西南,晨光家园B区,有,中楼层,10,2室1厅,728.0,朝阳,精装,99.58,2006
101121045030,西南,三丰里小区,有,中楼层,18,2室1厅,510.0,朝阳,精装,60.65,
101122157392,南北,西直门北大街43号院,无,底层,6,2室1厅,575.0,海淀,简装,58.8,
101123672762,东,五月华庭,有,低楼层,12,1室1厅,270.0,海淀,精装,34.86,2004
101120077205,南北,怡美家园,有,低楼层,10,3室2厅,1139.0,海淀,精装,140.69,
101120868031,南北,亮马桥路九号院,无,低楼层,6,2室1厅,299.0,朝阳,精装,53.84,1987
101121667559,南北,新华街五里,无,中楼层,6,2室1厅,229.0,丰台,简装,59.59,
101123213395,南北,北纬路49号院,无,中楼层,6,2室1厅,550.0,西城,精装,62.96,
101121112787,南北,泛海国际碧海园,有,低楼层,18,3室2厅,1890.0,朝阳,精装,181.72,
101123036482,东南,西上园老三区,无,中楼层,6,2室1厅,269.0,通州,简装,68.43,
101123073324,南北,棕榈泉国际公寓,有,中楼层,30,3室2厅,1888.0,朝阳,精装,181.27,2004
101123930136,南北,团结湖中路南二条,无,顶层,6,2室1厅,309.0,朝阳,精装,61.99,1980
101123459560,南北,毛纺厂南小区,无,低楼层,6,2室1厅,359.0,海淀,毛坯,54.3,
101122542741,北,新康园,有,高楼层,32,1室1厅,320.0,海淀,简装,67.19,2003
101123667447,东南,枣营北里,有,高楼层,18,2室2厅,458.0,朝阳,精装,59.91,1989
101122882662,南北,丹青府,有,中楼层,12,3室2厅,1099.0,海淀,简装,138.48,2009
101123672762,东,五月华庭,有,低楼层,12,1室1厅,270.0,海淀,精装,34.86,2004
101123544167,南,大经厂胡同,暂无数据,底层,1,1室1厅,320.0,东城,精装,17.95,
101123698483,西南,京棉新城,有,低楼层,24,2室1厅,428.0,朝阳,简装,84.97,
101123584344,东南,彩虹新城,有,高楼层,16,2室1厅,380.0,大兴,简装,88.56,
101122363161,南,康泽佳苑南区,有,高楼层,18,2室1厅,179.0,房山,精装,52.75,2014
101123958084,东南,首开国风美唐二期,有,中楼层,20,2室1厅,575.0,昌平,简装,83.63,
101122289516,南北,育新花园中里,有,底层,9,2室1厅,129.0,大兴,简装,85.83,2012
101123829554,南北,角门7号院,无,中楼层,6,2室1厅,368.0,丰台,精装,75.0,1997
101123254024,北南,隆兴园一里,有,低楼层,15,2室1厅,179.0,大兴,精装,83.39,2020
101122579704,南北,中央财经大学家属楼,无,中楼层,6,3室1厅,589.0,海淀,简装,82.96,
101121632046,南,呼家楼北街,有,低楼层,14,2室1厅,365.0,朝阳,精装,61.2,1986
101123862799,南,春晖园,无,高楼层,6,1室1厅,463.0,海淀,简装,56.43,
101122614067,北,强佑清河新城府学上院,有,中楼层,27,2室1厅,413.0,海淀,精装,62.55,2009
101122986071,西南,北礼士路北区,有,中楼层,14,1室1厅,490.0,西城,简装,45.9,1997
101121649716,南,海悦公馆,有,中楼层,24,2室1厅,278.0,大兴,精装,76.37,2014
101120853219,南北,北大街南里,无,中楼层,6,2室1厅,319.0,丰台,简装,53.9,1986
101118813995,东南,银枫家园,有,低楼层,26,2室1厅,585.0,朝阳,简装,108.32,
101121552784,南北,家和园,有,中楼层,16,3室1厅,980.0,丰台,简装,135.91,2007
101122169513,东南西北,新华联家园北区,有,底层,12,1室1厅,208.0,通州,简装,66.09,
101121822469,东南北,南庭新苑北区,有,低楼层,13,3室1厅,369.0,丰台,简装,81.44,2012
101123523721,南北,学院南路60号院,无,低楼层,6,2室1厅,538.0,海淀,简装,59.1,1993
101123669610,西南,文体路38号院,有,高楼层,18,3室1厅,520.0,丰台,精装,97.83,1999
101123186392,南北,金科廊桥水岸,有,高楼层,6,3室1厅,655.0,昌平,精装,135.8,2013
101123942314,南北,玉桥北里,无,中楼层,6,1室1厅,182.0,通州,简装,51.65,
101120759981,东南,南珠苑,有,低楼层,18,2室1厅,385.0,丰台,精装,75.62,
101123362262,东,丽水嘉园,有,低楼层,23,2室1厅,780.0,朝阳,精装,92.34,
101123999913,西南,恒昌花园,有,中楼层,28,3室1厅,1260.0,西城,精装,159.23,1999
101123387225,南北,甜水园街,无,底层,6,2室1厅,266.0,朝阳,简装,53.14,
101122683254,南北,小街之春,无,顶层,6,2室1厅,230.0,通州,精装,73.16,2005
101123266844,南北,苏庄二里,无,顶层,6,4室2厅,255.0,房山,简装,145.68,2001
101118355600,南北,海洋局小区,有,中楼层,5,2室1厅,718.0,海淀,精装,59.8,
101118218613,东,龙湖长城源著2号院,有,低楼层,7,1室1厅,68.0,密云,其他,54.91,2018
101123697656,东,北京城建畅悦居A区,有,低楼层,21,1室1厅,258.0,昌平,简装,70.45,
101123517736,南北,京通苑,无,高楼层,6,1室1厅,219.0,朝阳,精装,55.04,1998
101121843375,南北,新安中里,有,中楼层,16,3室1厅,1230.0,西城,简装,117.13,
101122960775,东,南庭新苑南区,有,高楼层,15,2室1厅,236.0,丰台,精装,59.1,2012
101121442395,南北,日坛北路2号院,无,顶层,6,2室1厅,528.0,朝阳,简装,58.85,
101122146471,南,世纪星城三期,有,低楼层,31,2室1厅,379.0,通州,精装,100.93,
101122876798,南北,造甲南里,无,顶层,6,2室1厅,225.0,丰台,简装,54.0,
101123384769,南北,南海家园六里,有,低楼层,18,2室2厅,390.0,亦庄开发区,简装,89.77,2012
101121745599,东西,贾家花园甲1号院,无,中楼层,6,2室1厅,292.0,丰台,简装,58.4,
101122663978,南,皂君庙丙4号院,无,高楼层,6,1室1厅,350.0,海淀,精装,42.47,1999
101123259527,东北,国际港,有,低楼层,23,3室2厅,758.0,朝阳,简装,127.29,2002
101122790539,西南,天恒乐活城,有,高楼层,20,3室1厅,186.0,房山,精装,89.18,
101121354715,南,天恒乐活城,有,高楼层,18,2室2厅,187.0,房山,精装,88.26,
101122869167,南北,北平里,无,中楼层,6,2室1厅,224.0,朝阳,简装,61.25,1993
101123846328,南北,北京城建海梓府,有,低楼层,13,2室1厅,520.0,亦庄开发区,精装,82.67,2016
101122272206,南北,中骏西山天璟,有,低楼层,26,4室1厅,550.0,门头沟,精装,112.83,2020
101123676623,西南,清河文苑,有,低楼层,24,1室1厅,355.0,海淀,精装,56.47,
101123759465,南,静安里,无,低楼层,6,1室1厅,258.0,朝阳,简装,46.62,1995
101123069991,南北,北纬40度二期,有,中楼层,29,2室2厅,725.0,朝阳,精装,102.35,
101123997609,南,康泽佳苑北区,有,中楼层,30,1室1厅,199.0,房山,精装,61.33,
101123759936,南北,加州水郡三期,有,高楼层,11,3室1厅,329.0,房山,其他,116.79,2009
101120843185,西北,东方瑞景,有,高楼层,26,1室1厅,645.0,朝阳,简装,86.57,
101122023579,南北,原新街,暂无数据,中楼层,5,3室1厅,96.0,房山,简装,74.53,1987
101122055203,西北,苏荷时代,有,高楼层,24,1室1厅,225.0,通州,简装,66.04,2005
101123446931,西,晓月中路20号院,有,中楼层,28,1室0厅,169.0,丰台,精装,51.06,
101122268832,西南,新城阳光,有,中楼层,13,2室1厅,320.0,通州,精装,81.47,2012
101123282113,南北,广渠路,有,低楼层,14,3室1厅,349.0,朝阳,简装,79.44,1984
101121660277,南北,爱民里小区,无,顶层,7,2室1厅,610.0,西城,精装,45.8,1988
101118906215,南,国兴城,有,低楼层,13,1室2厅,288.0,顺义,简装,70.18,
101123655940,南北,万寿路1号院,无,底层,5,3室1厅,676.0,海淀,简装,76.6,
101124208976,南,首创伊林郡一期,有,中楼层,18,2室1厅,235.0,房山,简装,82.13,2015
101123677670,南北,龙华园,无,中楼层,6,2室1厅,318.0,昌平,简装,70.48,
101123449440,东北,马连道路甲18号院,无,底层,6,2室1厅,410.0,西城,简装,57.95,
101123232347,南,金融街融汇,有,高楼层,27,2室1厅,274.0,大兴,简装,78.2,2014
101124109221,南北,北街家园一区,有,高楼层,9,3室1厅,312.0,昌平,其他,78.68,
101122943490,南北,华龙小区,无,高楼层,6,2室1厅,194.0,通州,简装,64.85,1998
101123700502,东南北,宏福园,无,高楼层,6,2室1厅,273.0,大兴,精装,80.65,1997
101123694172,南北,天通苑北二区,有,高楼层,13,3室2厅,585.0,昌平,简装,152.31,2004
101123121067,西,弘善家园,有,中楼层,25,2室1厅,288.0,朝阳,简装,72.33,
101122726757,南北,京贸国际城,有,低楼层,35,4室2厅,780.0,通州,精装,157.98,
101124199568,南北,龙跃苑一区,无,中楼层,6,2室1厅,410.0,昌平,简装,87.77,
101123575980,南,上林溪,有,底层,10,1室0厅,408.0,海淀,精装,44.86,2012
101121150854,南,绿城百合公寓北区,有,中楼层,17,1室1厅,132.0,房山,简装,66.23,2011
101122041667,南北,北影小区,有,低楼层,12,3室1厅,1060.0,海淀,简装,114.91,
101122950784,西,力鸿花园,有,中楼层,12,2室2厅,850.0,朝阳,简装,104.94,1997
101120569266,南北,颐和园宿舍,无,中楼层,4,2室1厅,580.0,海淀,毛坯,63.1,
101122789843,西南北,芳古园二区,有,中楼层,22,3室1厅,870.0,丰台,精装,135.62,2000
101120611223,东北,红星楼,无,中楼层,6,2室1厅,170.0,大兴,其他,51.35,
101123381053,南,丰泽家园,有,中楼层,28,1室1厅,190.0,丰台,精装,50.46,
101122989146,南北,麦子店街,有,顶层,18,1室1厅,298.0,朝阳,精装,47.66,
101121930244,南,南宫嘉园,有,中楼层,11,1室1厅,128.0,石景山,精装,45.12,2015
101123802529,西南,汇锦苑,有,低楼层,24,2室1厅,285.0,丰台,精装,68.71,
101122168905,东,政馨园三区,无,中楼层,7,2室1厅,439.0,丰台,简装,85.34,
101123211611,东南,恒大御景湾中区,有,高楼层,20,2室2厅,410.0,朝阳,简装,89.67,2016
101122186024,南,炫特嘉园三期,有,中楼层,23,1室1厅,330.0,朝阳,精装,66.52,
101122021903,南,景泰西里西区,有,低楼层,8,1室1厅,425.0,东城,精装,60.78,2005
101123925475,东南北,燕保祈东家园,有,中楼层,28,3室1厅,359.0,朝阳,简装,94.86,
101123459587,南北,定安里,无,中楼层,6,2室1厅,375.0,东城,毛坯,54.34,
101123110202,南北,清缘东里,有,低楼层,13,2室1厅,675.0,海淀,简装,88.01,2003
101122365144,南北,达富苑,无,中楼层,7,2室2厅,358.0,通州,简装,103.31,
101121595444,西南东北,华鼎世家,有,低楼层,14,3室2厅,1330.0,朝阳,精装,216.89,2002
101123751396,南北,天裕昕园东区,暂无数据,中楼层,18,2室1厅,270.0,顺义,精装,79.01,
101123984353,东北南,万年花城二期,有,高楼层,27,2室2厅,599.0,丰台,简装,91.33,
101123424488,西,芙蓉里,有,低楼层,15,1室1厅,350.0,海淀,简装,43.6,1986
101121293091,南北,秋露园,无,高楼层,6,2室1厅,645.0,海淀,精装,77.2,
101124006560,南北,长阳半岛怡和南路10号院,有,低楼层,9,3室1厅,426.0,房山,精装,103.81,2015
101123477095,东西,南小园,无,中楼层,6,2室1厅,170.0,通州,简装,56.65,
101122568075,西,西革新里112号院,有,低楼层,19,2室1厅,590.0,东城,精装,93.08,
101123780765,南北,知本时代,有,中楼层,18,2室2厅,615.0,海淀,精装,83.45,
101123103394,东南,炫特嘉园二期,有,中楼层,28,1室1厅,339.0,朝阳,精装,58.04,
101122581822,东南,今典花园,有,中楼层,21,1室1厅,498.0,海淀,精装,55.63,
101124165789,南北,北京人家,无,低楼层,6,2室2厅,425.0,昌平,简装,94.58,2004
101123102666,南,永泰园,无,顶层,7,1室1厅,308.0,海淀,精装,44.54,1999
101123834002,东西,星源国际,有,低楼层,30,3室2厅,660.0,朝阳,毛坯,154.27,2004
101123489578,南,悦君家园,暂无数据,高楼层,15,2室1厅,249.0,顺义,精装,74.91,2018
101122107481,南北,仓上小区,无,中楼层,6,2室1厅,216.0,顺义,精装,76.37,1992
101121983759,南,宣武门西大街南区,有,中楼层,12,2室1厅,499.0,西城,简装,59.45,
101123928517,南,右外东庄,无,顶层,5,2室1厅,249.0,丰台,简装,51.2,
101122820576,南北,精图小区55号院,无,中楼层,6,2室2厅,438.0,丰台,精装,77.01,
101123010677,西南,京投发展公园悦府一区,有,中楼层,11,2室1厅,549.0,昌平,精装,92.18,2016
101123144558,南,长馨园,有,顶层,16,2室1厅,186.0,丰台,毛坯,69.88,2013
101123746404,南北,白家庄东里,无,中楼层,5,2室1厅,330.0,朝阳,精装,57.0,1979
101123471260,南北,原新街,暂无数据,顶层,6,3室2厅,129.0,房山,精装,104.26,
101123310337,西南北,西坝河中里,有,中楼层,13,3室1厅,440.0,朝阳,简装,63.92,1986
101122035588,南北,石佛营西里小区,有,高楼层,15,2室1厅,369.0,朝阳,简装,75.8,
101124055884,西东,嘉园二里,无,顶层,6,2室1厅,235.0,丰台,简装,57.87,
101124166518,南北,新康家园,无,中楼层,6,2室1厅,500.0,亦庄开发区,精装,102.42,2001
101124046015,东南,今典花园,有,高楼层,19,3室1厅,890.0,海淀,精装,81.17,1999
101121150854,南,绿城百合公寓北区,有,中楼层,17,1室1厅,132.0,房山,简装,66.23,2011
101123700502,东南北,宏福园,无,高楼层,6,2室1厅,273.0,大兴,精装,80.65,1997
101124109221,南北,北街家园一区,有,高楼层,9,3室1厅,312.0,昌平,其他,78.68,
101122943490,南北,华龙小区,无,高楼层,6,2室1厅,194.0,通州,简装,64.85,1998
101123381435,南北,BOBO自由城,无,中楼层,5,2室2厅,499.0,通州,精装,105.22,
101123979974,南北,港馨家园东区,无,顶层,6,2室1厅,215.0,顺义,其他,95.25,2005
101123465572,南北,建欣苑三里,无,中楼层,6,2室1厅,298.0,丰台,简装,61.56,
101124129698,西,五里店南里,无,中楼层,5,1室1厅,139.0,丰台,简装,46.56,
101124128769,南北,草桥欣园20号院,有,顶层,6,3室2厅,658.0,丰台,精装,102.32,1998
101124026019,南北,灵秀山庄,无,中楼层,6,2室1厅,358.0,大兴,简装,83.58,2003
101123694172,南北,天通苑北二区,有,高楼层,13,3室2厅,585.0,昌平,简装,152.31,2004
101123925904,南北,芍药居2号院,无,中楼层,6,3室1厅,520.0,朝阳,简装,68.6,
101124022406,南,政馨园二区,有,低楼层,19,1室0厅,279.0,丰台,精装,66.66,
101123754766,南,苹果园小区二区,有,中楼层,16,2室1厅,365.0,石景山,精装,81.58,1997
101122669977,西,红木林南区,有,低楼层,21,1室1厅,254.0,大兴,精装,44.26,
101119628858,南北,观林园,有,顶层,6,3室2厅,1190.0,海淀,精装,130.78,
101124267655,南,福润四季B区,有,低楼层,21,2室1厅,303.0,朝阳,简装,75.24,
101123349350,南北,金地仰山东区,有,中楼层,9,3室2厅,721.0,大兴,精装,119.33,
101123449161,南北,北新家园,无,底层,6,3室1厅,499.0,海淀,简装,81.6,
101121091717,东,芙蓉里,有,低楼层,15,1室1厅,388.0,海淀,精装,43.2,1986
101124146287,南,上庄馨瑞嘉园,有,中楼层,16,2室1厅,265.0,海淀,简装,67.75,2013
101122200642,北,柏林爱乐二期,有,低楼层,21,1室0厅,210.0,朝阳,简装,49.23,2005
101123488481,东北,双合家园,有,高楼层,22,1室1厅,239.0,朝阳,简装,71.07,2013
101123753753,南北,望京西园一区,无,中楼层,7,2室1厅,520.0,朝阳,简装,92.51,1997
101123662792,南北,亦庄金茂府,有,高楼层,18,3室1厅,1350.0,亦庄开发区,精装,133.31,2019
101118669243,南北,小康家园,无,顶层,6,2室1厅,265.0,大兴,精装,91.73,
101121160196,南北,九洲溪雅苑二区,有,中楼层,14,2室1厅,259.0,房山,简装,108.27,
101123132883,西北,南三环东路,有,中楼层,18,2室1厅,285.0,丰台,简装,60.84,1990
101122869167,南北,北平里,无,中楼层,6,2室1厅,224.0,朝阳,简装,61.25,1993
101123997609,南,康泽佳苑北区,有,中楼层,30,1室1厅,199.0,房山,精装,61.33,
101121828951,东南,北洼西里,有,低楼层,18,2室1厅,496.0,海淀,简装,62.2,
101123824155,南,双榆树北里,无,中楼层,6,1室1厅,460.0,海淀,精装,42.5,1993
101122329138,东南,晶都国际,有,高楼层,21,1室0厅,220.0,朝阳,精装,49.35,
101123527676,南北,润枫领尚,有,中楼层,11,4室2厅,675.0,通州,简装,157.85,2014
101123731939,南北,玉桥北里,无,中楼层,6,1室1厅,181.0,通州,简装,50.46,
101124008298,南北,柳芳南里,有,高楼层,18,3室1厅,619.0,朝阳,简装,80.68,1990
101123410208,南西南,合生国际花园,有,低楼层,18,3室1厅,1158.0,朝阳,精装,129.61,2007
101124013624,西,兴华胡同,无,底层,1,2室0厅,415.0,西城,精装,29.24,
101121106044,东南,富力桃园A区,有,顶层,20,2室1厅,610.0,海淀,精装,89.49,
101123182733,南,上营新村,有,低楼层,23,1室0厅,165.5,通州,简装,40.76,
101123056813,南北,金隅康惠园5号院,有,低楼层,18,2室1厅,340.0,朝阳,精装,90.12,2012
101123371971,南,运乔嘉园,有,中楼层,11,1室1厅,236.0,通州,简装,68.03,2004
101124286714,西南北,金地朗悦朗园,有,中楼层,12,3室2厅,420.0,房山,精装,96.16,2013
101121907453,南北,石佛营东里小区,有,中楼层,13,1室1厅,235.0,朝阳,精装,47.22,
101123871612,南,炫特嘉园三期,有,中楼层,11,1室1厅,365.0,朝阳,精装,55.05,2005
101123729477,东,大红罗厂南巷,无,底层,1,1室1厅,280.0,西城,毛坯,15.1,
101122515078,北,磨房北里,无,中楼层,6,2室1厅,258.0,朝阳,精装,58.3,
101123899886,南北,北花园小区3号院,有,低楼层,29,2室1厅,360.0,朝阳,简装,99.58,
101123015172,西南,温泉花园A区,无,底层,5,2室1厅,158.0,昌平,简装,52.64,1994
101123367609,南,顺悦家园,有,高楼层,28,2室1厅,200.0,顺义,精装,77.4,2014
101123629371,南北,颐和金茂府,有,高楼层,6,4室1厅,2900.0,海淀,精装,189.26,2022
101121877703,东南,CBD总部公寓二期,有,顶层,14,1室1厅,505.0,朝阳,精装,64.6,2005
101123484251,东南北,安馨园,有,底层,6,4室2厅,1760.0,东城,简装,141.02,
101124121166,南北,源泉苑,无,中楼层,6,2室1厅,225.0,通州,精装,70.79,
101123139890,南,三里河三区,无,中楼层,4,2室1厅,790.0,西城,精装,65.3,
101122084581,南北,成和园,无,顶层,6,2室1厅,220.0,大兴,简装,70.11,2005
101123896219,东南,天通苑中苑,有,中楼层,20,3室1厅,499.0,昌平,其他,138.54,
101121798626,南北,中冶蓝城西区,有,高楼层,15,3室1厅,199.0,房山,精装,99.15,2016
101123046511,东南,龙旗广场,有,底层,11,2室1厅,370.0,昌平,精装,73.67,2010
101123883952,南北,世华龙樾一期西区,有,高楼层,17,2室1厅,650.0,海淀,精装,73.38,2014
101122860940,南北,徜徉嘉园5号院,有,中楼层,9,3室2厅,535.0,房山,精装,125.72,
101123405625,南西,世纪龙祥嘉园,有,中楼层,15,2室1厅,505.0,朝阳,精装,94.08,
101121819324,西北,新外大街甲25号院,有,中楼层,16,3室1厅,620.0,海淀,简装,69.4,
101123272499,南北,东柳西里,无,中楼层,5,2室1厅,220.0,朝阳,精装,58.03,1989
101123931521,南,汇景苑三区,有,低楼层,21,2室1厅,419.0,朝阳,精装,85.61,2016
101123618565,南北,景泰西里西区,有,高楼层,10,2室1厅,660.0,东城,精装,87.61,2005
101122455770,南北,丽泽景园,有,高楼层,27,2室1厅,665.0,丰台,精装,90.96,
101121097904,东西北,慧谷阳光,有,顶层,12,2室1厅,570.0,朝阳,精装,78.65,2003
101123621730,南北,东方太阳城,有,底层,4,3室2厅,390.0,顺义,简装,123.64,2004
101118948720,南北,燕西华府,暂无数据,底层,4,5室4厅,1090.0,丰台,精装,258.13,
101123371901,南北,光大名筑,有,高楼层,15,3室2厅,1258.0,朝阳,简装,132.92,2004
101123672454,南西,建予园,有,低楼层,16,2室1厅,530.0,东城,简装,77.79,2001
101123840664,南,畅柳园,有,中楼层,14,2室1厅,745.0,西城,简装,66.05,2004
101122557598,南,恋日嘉园一期,有,低楼层,13,1室1厅,289.0,丰台,简装,43.34,2001
101122712078,南北,天通苑北三区,无,高楼层,6,2室1厅,338.0,昌平,其他,94.64,2003
101124088442,南北,瀛海家园逸园A区,有,中楼层,15,1室1厅,205.0,大兴,精装,58.04,2014
101123818837,南,香悦四季东区,有,低楼层,11,3室2厅,316.0,顺义,简装,95.21,
101121428859,南北,彩虹街区,有,中楼层,14,3室1厅,700.0,丰台,简装,107.53,
101124169145,东西,灯市口西街,无,中楼层,6,2室1厅,666.0,东城,简装,66.81,1989
101123892525,南北,清华园,无,底层,6,3室1厅,810.0,海淀,精装,70.3,
101120002513,南北,杨庄小区,有,中楼层,14,2室1厅,255.0,石景山,精装,64.16,1991
101121536599,南,旭日嘉园,有,中楼层,24,1室1厅,410.0,丰台,简装,72.44,
101122446140,南北,腾龙家园二区,无,低楼层,6,3室2厅,179.0,房山,精装,141.34,
101122885401,西南北,朝丰家园8号院,有,低楼层,14,2室1厅,280.0,朝阳,精装,79.08,
101123025729,东,芳群园三区,有,底层,14,1室1厅,280.0,丰台,精装,63.97,
101123601085,南,金域华府一期,有,高楼层,28,2室1厅,535.0,昌平,精装,89.02,2012
101123926202,南,融泽嘉园西二路2号院,有,中楼层,34,1室1厅,399.0,昌平,简装,65.65,2016
101122812144,南北,新龙城,有,顶层,12,3室2厅,569.0,昌平,简装,115.18,
101121949690,东南北,刘家窑南里,无,高楼层,6,3室1厅,335.0,丰台,简装,67.8,
101123440257,东西,翠微南里,无,中楼层,5,3室1厅,698.0,海淀,精装,91.2,
101123881218,南北,板桥南街7号院,有,中楼层,15,1室1厅,99.0,顺义,简装,56.06,
101123927907,南北,下坡屯家园二区,无,低楼层,7,2室1厅,156.0,顺义,精装,80.96,2011
101121457291,西南,广渠路,有,高楼层,18,2室1厅,358.0,朝阳,简装,71.27,1990
101122699108,南北,德茂佳苑,无,中楼层,6,2室1厅,292.0,大兴,简装,86.13,2004
101123409536,南,国惠村,有,中楼层,20,1室1厅,239.0,昌平,简装,68.07,2013
101123818837,南,香悦四季东区,有,低楼层,11,3室2厅,316.0,顺义,简装,95.21,
101124169145,东西,灯市口西街,无,中楼层,6,2室1厅,666.0,东城,简装,66.81,1989
101123892525,南北,清华园,无,底层,6,3室1厅,810.0,海淀,精装,70.3,
101123422654,南北,乐府江南,有,中楼层,9,3室2厅,1450.0,海淀,精装,149.62,2005
101121428859,南北,彩虹街区,有,中楼层,14,3室1厅,700.0,丰台,简装,107.53,
101123970440,南,东亚印象台湖,有,低楼层,12,2室1厅,180.0,通州,精装,65.11,2015
101123711253,南,京贸国际城,有,低楼层,30,1室1厅,317.0,通州,精装,68.09,
101122727722,南,稻香园,有,中楼层,20,1室1厅,650.0,海淀,简装,63.9,
101121824101,南,新华联家园北区,有,低楼层,12,1室1厅,309.0,通州,精装,75.32,
101123440272,南北,滨河小区,无,中楼层,6,2室1厅,206.0,顺义,简装,76.63,1994
101122333008,南北,鲁能7号院水岸公馆,有,底层,15,2室2厅,285.0,顺义,精装,121.42,2014
101123913206,南北,滨河小区,无,低楼层,6,3室1厅,237.0,顺义,简装,84.66,1996
101123903089,西,现代城,有,中楼层,28,3室1厅,830.0,朝阳,简装,144.4,
101123249593,北南,三里河二区,有,中楼层,17,3室2厅,1550.0,西城,简装,123.3,1999
101123612431,南北,双裕花园西区,有,中楼层,6,2室1厅,365.0,顺义,精装,96.25,
101123615731,南,北街家园一区,有,高楼层,18,2室1厅,323.0,昌平,简装,73.21,
101124181578,南北,辛店小区,无,高楼层,6,2室1厅,160.0,大兴,简装,73.93,1994
101123686019,南,瑞祥里,有,中楼层,10,1室1厅,265.0,朝阳,精装,71.12,
101120979549,北,炫特嘉园一期,有,中楼层,18,1室0厅,212.0,朝阳,精装,41.99,2004
101123770583,西南,安慧北里逸园,有,高楼层,26,2室1厅,660.0,朝阳,简装,92.34,1998
101122824766,南北,惠景新苑,有,低楼层,21,2室1厅,65.0,房山,简装,73.08,
101123483750,南,明源南里,无,中楼层,6,1室1厅,96.0,房山,简装,39.06,
